Veg ID,Map Unit ID,Strata,No. Growth Forms,No. Taxa,Mapunit Identifier,Spatial Mix,Data Set Name,Stratum ID,Sub Stratum Rank,Cover Type,Cover Mean Value,Height Type,Height Mean Value,L6 Sub Association,L2 Structural Formation,L3 Broad Floristic Formation,L4 Sub Formation,L5 Association,Cover Code,Height Class,Dominant Stratum Flag,Source Code,Source Description,Environmental Description,Common Language Description,No. Strata,Nvis ID,Data Set Id,Record Type,Growth Form Type
1132,921,G1,1,5,9990006,pure,survey Weddell township,13881,1,Percentage Cover (numerical data),27,Average Height (general vegetation mapping),1,"U1+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada+/-Eucalyptus miniata+/-Pouteria arnhemica\^tree\7\i;M1 ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis+/-Grevillea decurrens+/-Acacia lamprocarpa\^tree,palm\6\r;G1 ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis,Cycas armstrongii,Eucalyptus tectifica\^tussock grass\3\i",mid woodland,Eucalyptus mid woodland,Eucalyptus mid woodland\Eucalyptus (mixed) low open woodland\Sorghum tall open tussock grassland,"U+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada\^tree\7\i;M ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis\^tree,palm\6\r;G ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis\^tussock grass\3\i",i,3,N,W_MU4,Unknown,Unknown," Eucalyptus tectifica, Erythrophleum chlorostachys, +/-Corymbia polysciada, +/-Eucalyptus miniata, +/-Pouteria arnhemica mid woodland over Sorghum plumosum, Heteropogon triticeus, Livistona humilis, Cycas armstrongii, Eucalyptus tectifica tall open tussock grassland over Eucalyptus tectifica, +/-Terminalia ferdinandiana, +/-Livistona humilis, +/-Grevillea decurrens, +/-Acacia lamprocarpa low open woodland",3,1001132,51,-,Tussock grass
1132,921,M1,2,5,9990006,pure,survey Weddell township,13882,1,Percentage Cover (numerical data),8.3,Average Height (general vegetation mapping),3.5,"U1+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada+/-Eucalyptus miniata+/-Pouteria arnhemica\^tree\7\i;M1 ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis+/-Grevillea decurrens+/-Acacia lamprocarpa\^tree,palm\6\r;G1 ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis,Cycas armstrongii,Eucalyptus tectifica\^tussock grass\3\i",mid woodland,Eucalyptus mid woodland,Eucalyptus mid woodland\Eucalyptus (mixed) low open woodland\Sorghum tall open tussock grassland,"U+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada\^tree\7\i;M ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis\^tree,palm\6\r;G ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis\^tussock grass\3\i",r,6,N,W_MU4,Unknown,Unknown," Eucalyptus tectifica, Erythrophleum chlorostachys, +/-Corymbia polysciada, +/-Eucalyptus miniata, +/-Pouteria arnhemica mid woodland over Sorghum plumosum, Heteropogon triticeus, Livistona humilis, Cycas armstrongii, Eucalyptus tectifica tall open tussock grassland over Eucalyptus tectifica, +/-Terminalia ferdinandiana, +/-Livistona humilis, +/-Grevillea decurrens, +/-Acacia lamprocarpa low open woodland",3,1001132,51,-,Palm
1132,921,M1,2,5,9990006,pure,survey Weddell township,13882,1,Percentage Cover (numerical data),8.3,Average Height (general vegetation mapping),3.5,"U1+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada+/-Eucalyptus miniata+/-Pouteria arnhemica\^tree\7\i;M1 ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis+/-Grevillea decurrens+/-Acacia lamprocarpa\^tree,palm\6\r;G1 ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis,Cycas armstrongii,Eucalyptus tectifica\^tussock grass\3\i",mid woodland,Eucalyptus mid woodland,Eucalyptus mid woodland\Eucalyptus (mixed) low open woodland\Sorghum tall open tussock grassland,"U+ ^Eucalyptus tectifica,Erythrophleum chlorostachys+/-Corymbia polysciada\^tree\7\i;M ^^Eucalyptus tectifica+/-Terminalia ferdinandiana+/-Livistona humilis\^tree,palm\6\r;G ^Sorghum plumosum,Heteropogon triticeus,Livistona humilis\^tussock grass\3\i",r,6,N,W_MU4,Unknown,Unknown," Eucalyptus tectifica, Erythrophleum chlorostachys, +/-Corymbia polysciada, +/-Eucalyptus miniata, +/-Pouteria arnhemica mid woodland over Sorghum plumosum, Heteropogon triticeus, Livistona humilis, Cycas armstrongii, Eucalyptus tectifica tall open tussock grassland over Eucalyptus tectifica, +/-Terminalia ferdinandiana, +/-Livistona humilis, +/-Grevillea decurrens, +/-Acacia lamprocarpa low open woodland",3,1001132,51,-,Tree
1133,941,U1,1,3,9990007,pure,survey Weddell township,13900,1,Crown or Canopy Cover (numerical data),20,Average Height (general vegetation mapping),13,"U1+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;U2 Corymbia polysciada,Erythrophleum chlorostachys,Cycas armstrongii,Livistona humilis,Corymbia foelscheana\+/-tree\6\r;M1 ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa+/-Buchanania obovata+/-Erythrophleum chlorostachys\^palm\6\r;G1 ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare,Corymbia polysciada,Acacia lamprocarpa\^tussock grass,shrub\1\i",mid woodland,Corymbia mid woodland,Corymbia mid woodland\Cycas (mixed) low sparse palmland\Eriachne (mixed) low open tussock grassland,"U+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;M ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa\^palm\6\r;G ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare\^tussock grass,shrub\1\i",i,7,Y,W_MU5a,Unknown,Unknown," Corymbia polysciada, Erythrophleum chlorostachys, +/-Eucalyptus miniata mid woodland over Corymbia polysciada, Erythrophleum chlorostachys, Cycas armstrongii, Livistona humilis, Corymbia foelscheana over Eriachne avenacea, Heteropogon triticeus, Petalostigma quadriloculare, Corymbia polysciada, Acacia lamprocarpa low open tussock grassland over Cycas armstrongii, +/-Livistona humilis, +/-Acacia lamprocarpa, +/-Buchanania obovata, +/-Erythrophleum chlorostachys low sparse palmland",4,1001133,51,-,Tree
1133,941,U2,1,5,9990007,pure,survey Weddell township,13901,2,Crown or Canopy Cover (numerical data),11,Average Height (general vegetation mapping),8,"U1+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;U2 Corymbia polysciada,Erythrophleum chlorostachys,Cycas armstrongii,Livistona humilis,Corymbia foelscheana\+/-tree\6\r;M1 ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa+/-Buchanania obovata+/-Erythrophleum chlorostachys\^palm\6\r;G1 ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare,Corymbia polysciada,Acacia lamprocarpa\^tussock grass,shrub\1\i",mid woodland,Corymbia mid woodland,Corymbia mid woodland\Cycas (mixed) low sparse palmland\Eriachne (mixed) low open tussock grassland,"U+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;M ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa\^palm\6\r;G ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare\^tussock grass,shrub\1\i",r,6,N,W_MU5a,Unknown,Unknown," Corymbia polysciada, Erythrophleum chlorostachys, +/-Eucalyptus miniata mid woodland over Corymbia polysciada, Erythrophleum chlorostachys, Cycas armstrongii, Livistona humilis, Corymbia foelscheana over Eriachne avenacea, Heteropogon triticeus, Petalostigma quadriloculare, Corymbia polysciada, Acacia lamprocarpa low open tussock grassland over Cycas armstrongii, +/-Livistona humilis, +/-Acacia lamprocarpa, +/-Buchanania obovata, +/-Erythrophleum chlorostachys low sparse palmland",4,1001133,51,-,Tree
1133,941,G1,2,5,9990007,pure,survey Weddell township,13902,1,Percentage Cover (numerical data),20,Average Height (general vegetation mapping),0.4,"U1+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;U2 Corymbia polysciada,Erythrophleum chlorostachys,Cycas armstrongii,Livistona humilis,Corymbia foelscheana\+/-tree\6\r;M1 ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa+/-Buchanania obovata+/-Erythrophleum chlorostachys\^palm\6\r;G1 ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare,Corymbia polysciada,Acacia lamprocarpa\^tussock grass,shrub\1\i",mid woodland,Corymbia mid woodland,Corymbia mid woodland\Cycas (mixed) low sparse palmland\Eriachne (mixed) low open tussock grassland,"U+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;M ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa\^palm\6\r;G ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare\^tussock grass,shrub\1\i",i,1,N,W_MU5a,Unknown,Unknown," Corymbia polysciada, Erythrophleum chlorostachys, +/-Eucalyptus miniata mid woodland over Corymbia polysciada, Erythrophleum chlorostachys, Cycas armstrongii, Livistona humilis, Corymbia foelscheana over Eriachne avenacea, Heteropogon triticeus, Petalostigma quadriloculare, Corymbia polysciada, Acacia lamprocarpa low open tussock grassland over Cycas armstrongii, +/-Livistona humilis, +/-Acacia lamprocarpa, +/-Buchanania obovata, +/-Erythrophleum chlorostachys low sparse palmland",4,1001133,51,-,Shrub
1133,941,G1,2,5,9990007,pure,survey Weddell township,13902,1,Percentage Cover (numerical data),20,Average Height (general vegetation mapping),0.4,"U1+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;U2 Corymbia polysciada,Erythrophleum chlorostachys,Cycas armstrongii,Livistona humilis,Corymbia foelscheana\+/-tree\6\r;M1 ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa+/-Buchanania obovata+/-Erythrophleum chlorostachys\^palm\6\r;G1 ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare,Corymbia polysciada,Acacia lamprocarpa\^tussock grass,shrub\1\i",mid woodland,Corymbia mid woodland,Corymbia mid woodland\Cycas (mixed) low sparse palmland\Eriachne (mixed) low open tussock grassland,"U+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;M ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa\^palm\6\r;G ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare\^tussock grass,shrub\1\i",i,1,N,W_MU5a,Unknown,Unknown," Corymbia polysciada, Erythrophleum chlorostachys, +/-Eucalyptus miniata mid woodland over Corymbia polysciada, Erythrophleum chlorostachys, Cycas armstrongii, Livistona humilis, Corymbia foelscheana over Eriachne avenacea, Heteropogon triticeus, Petalostigma quadriloculare, Corymbia polysciada, Acacia lamprocarpa low open tussock grassland over Cycas armstrongii, +/-Livistona humilis, +/-Acacia lamprocarpa, +/-Buchanania obovata, +/-Erythrophleum chlorostachys low sparse palmland",4,1001133,51,-,Tussock grass
1133,941,M1,1,5,9990007,pure,survey Weddell township,13903,1,Percentage Cover (numerical data),4,Average Height (general vegetation mapping),2.5,"U1+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;U2 Corymbia polysciada,Erythrophleum chlorostachys,Cycas armstrongii,Livistona humilis,Corymbia foelscheana\+/-tree\6\r;M1 ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa+/-Buchanania obovata+/-Erythrophleum chlorostachys\^palm\6\r;G1 ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare,Corymbia polysciada,Acacia lamprocarpa\^tussock grass,shrub\1\i",mid woodland,Corymbia mid woodland,Corymbia mid woodland\Cycas (mixed) low sparse palmland\Eriachne (mixed) low open tussock grassland,"U+ ^Corymbia polysciada,Erythrophleum chlorostachys+/-Eucalyptus miniata\^tree\7\i;M ^^Cycas armstrongii+/-Livistona humilis+/-Acacia lamprocarpa\^palm\6\r;G ^^Eriachne avenacea,Heteropogon triticeus,Petalostigma quadriloculare\^tussock grass,shrub\1\i",r,6,N,W_MU5a,Unknown,Unknown," Corymbia polysciada, Erythrophleum chlorostachys, +/-Eucalyptus miniata mid woodland over Corymbia polysciada, Erythrophleum chlorostachys, Cycas armstrongii, Livistona humilis, Corymbia foelscheana over Eriachne avenacea, Heteropogon triticeus, Petalostigma quadriloculare, Corymbia polysciada, Acacia lamprocarpa low open tussock grassland over Cycas armstrongii, +/-Livistona humilis, +/-Acacia lamprocarpa, +/-Buchanania obovata, +/-Erythrophleum chlorostachys low sparse palmland",4,1001133,51,-,Palm
1134,961,U1,1,1,9990008,pure,survey Weddell township,13920,1,Crown or Canopy Cover (numerical data),8.3,Average Height (general vegetation mapping),12.5,"U1+ ^Corymbia polysciada\^tree\7\r;U2 +/-Corymbia polysciada+/-Grevillea pteridifolia\tree\7\r;M1 ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya,Livistona humilis,Syzygium eucalyptoides\^tree\6\r;G1 ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans,Heteropogon triticeus,Sorghum plumosum\^tussock grass,shrub\2\c",mid open woodland,Corymbia mid open woodland,Corymbia mid open woodland\Grevillea (mixed) low open woodland\Grevillea (mixed) mid tussock grassland,"U+ ^Corymbia polysciada\^tree\7\r;M ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya\^tree\6\r;G ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans\^tussock grass,shrub\2\c",r,7,Y,W_MU5b,Unknown,Unknown," Corymbia polysciada mid open woodland over +/-Corymbia polysciada, +/-Grevillea pteridifolia over Verticordia spp., Grevillea pteridifolia, Planchonia careya, Livistona humilis, Syzygium eucalyptoides low open woodland over Grevillea pteridifolia, Chrysopogon fallax, Sorghum intrans, Heteropogon triticeus, Sorghum plumosum mid tussock grassland",4,1001134,51,-,Tree
1134,961,U2,1,2,9990008,pure,survey Weddell township,13921,2,Crown or Canopy Cover (numerical data),2.3,Average Height (general vegetation mapping),10.7,"U1+ ^Corymbia polysciada\^tree\7\r;U2 +/-Corymbia polysciada+/-Grevillea pteridifolia\tree\7\r;M1 ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya,Livistona humilis,Syzygium eucalyptoides\^tree\6\r;G1 ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans,Heteropogon triticeus,Sorghum plumosum\^tussock grass,shrub\2\c",mid open woodland,Corymbia mid open woodland,Corymbia mid open woodland\Grevillea (mixed) low open woodland\Grevillea (mixed) mid tussock grassland,"U+ ^Corymbia polysciada\^tree\7\r;M ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya\^tree\6\r;G ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans\^tussock grass,shrub\2\c",r,7,N,W_MU5b,Unknown,Unknown," Corymbia polysciada mid open woodland over +/-Corymbia polysciada, +/-Grevillea pteridifolia over Verticordia spp., Grevillea pteridifolia, Planchonia careya, Livistona humilis, Syzygium eucalyptoides low open woodland over Grevillea pteridifolia, Chrysopogon fallax, Sorghum intrans, Heteropogon triticeus, Sorghum plumosum mid tussock grassland",4,1001134,51,-,Tree
1134,961,M1,1,5,9990008,pure,survey Weddell township,13922,1,Percentage Cover (numerical data),9.7,Average Height (general vegetation mapping),2.9,"U1+ ^Corymbia polysciada\^tree\7\r;U2 +/-Corymbia polysciada+/-Grevillea pteridifolia\tree\7\r;M1 ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya,Livistona humilis,Syzygium eucalyptoides\^tree\6\r;G1 ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans,Heteropogon triticeus,Sorghum plumosum\^tussock grass,shrub\2\c",mid open woodland,Corymbia mid open woodland,Corymbia mid open woodland\Grevillea (mixed) low open woodland\Grevillea (mixed) mid tussock grassland,"U+ ^Corymbia polysciada\^tree\7\r;M ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya\^tree\6\r;G ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans\^tussock grass,shrub\2\c",r,6,N,W_MU5b,Unknown,Unknown," Corymbia polysciada mid open woodland over +/-Corymbia polysciada, +/-Grevillea pteridifolia over Verticordia spp., Grevillea pteridifolia, Planchonia careya, Livistona humilis, Syzygium eucalyptoides low open woodland over Grevillea pteridifolia, Chrysopogon fallax, Sorghum intrans, Heteropogon triticeus, Sorghum plumosum mid tussock grassland",4,1001134,51,-,Tree
1134,961,G1,2,5,9990008,pure,survey Weddell township,13923,1,Percentage Cover (numerical data),53,Average Height (general vegetation mapping),0.5,"U1+ ^Corymbia polysciada\^tree\7\r;U2 +/-Corymbia polysciada+/-Grevillea pteridifolia\tree\7\r;M1 ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya,Livistona humilis,Syzygium eucalyptoides\^tree\6\r;G1 ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans,Heteropogon triticeus,Sorghum plumosum\^tussock grass,shrub\2\c",mid open woodland,Corymbia mid open woodland,Corymbia mid open woodland\Grevillea (mixed) low open woodland\Grevillea (mixed) mid tussock grassland,"U+ ^Corymbia polysciada\^tree\7\r;M ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya\^tree\6\r;G ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans\^tussock grass,shrub\2\c",c,2,N,W_MU5b,Unknown,Unknown," Corymbia polysciada mid open woodland over +/-Corymbia polysciada, +/-Grevillea pteridifolia over Verticordia spp., Grevillea pteridifolia, Planchonia careya, Livistona humilis, Syzygium eucalyptoides low open woodland over Grevillea pteridifolia, Chrysopogon fallax, Sorghum intrans, Heteropogon triticeus, Sorghum plumosum mid tussock grassland",4,1001134,51,-,Shrub
1134,961,G1,2,5,9990008,pure,survey Weddell township,13923,1,Percentage Cover (numerical data),53,Average Height (general vegetation mapping),0.5,"U1+ ^Corymbia polysciada\^tree\7\r;U2 +/-Corymbia polysciada+/-Grevillea pteridifolia\tree\7\r;M1 ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya,Livistona humilis,Syzygium eucalyptoides\^tree\6\r;G1 ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans,Heteropogon triticeus,Sorghum plumosum\^tussock grass,shrub\2\c",mid open woodland,Corymbia mid open woodland,Corymbia mid open woodland\Grevillea (mixed) low open woodland\Grevillea (mixed) mid tussock grassland,"U+ ^Corymbia polysciada\^tree\7\r;M ^^Grevillea pteridifolia,Verticordia spp.,Planchonia careya\^tree\6\r;G ^^Grevillea pteridifolia,Chrysopogon fallax,Sorghum intrans\^tussock grass,shrub\2\c",c,2,N,W_MU5b,Unknown,Unknown," Corymbia polysciada mid open woodland over +/-Corymbia polysciada, +/-Grevillea pteridifolia over Verticordia spp., Grevillea pteridifolia, Planchonia careya, Livistona humilis, Syzygium eucalyptoides low open woodland over Grevillea pteridifolia, Chrysopogon fallax, Sorghum intrans, Heteropogon triticeus, Sorghum plumosum mid tussock grassland",4,1001134,51,-,Tussock grass
1135,981,U1,1,1,9990009,pure,survey Weddell township,13940,2,Crown or Canopy Cover (numerical data),2,Average Height (general vegetation mapping),12,"U1 Terminalia grandiflora\tree\7\r;U2+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica,Terminalia ferdinandiana+/-Acacia latescens\^tree\6\r;M1 ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana,Cycas armstrongii,Brachychiton megaphyllus\^tree\6\i;G1 ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii,Grevillea dryandri,Hibbertia spp.\^shrub,tussock grass\1\r",low open woodland,Acacia (mixed) low open woodland,Acacia (mixed) low open woodland\Hakea (mixed) low woodland\Petalostigma (mixed) low sparse shrubland,"U+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica\^tree\6\r;M ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana\^tree\6\i;G ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii\^shrub,tussock grass\1\r",r,7,N,W_MU6a,Unknown,Unknown,"emergent  Terminalia grandiflora over Acacia lamprocarpa, Planchonia careya, Pouteria arnhemica, Terminalia ferdinandiana, +/-Acacia latescens low open woodland over Hakea arborescens, Planchonia careya, Terminalia ferdinandiana, Cycas armstrongii, Brachychiton megaphyllus low woodland over Petalostigma quadriloculare, Heteropogon triticeus, Cycas armstrongii, Grevillea dryandri, Hibbertia spp. low sparse shrubland",4,1001135,51,-,Tree
1135,981,U2,1,5,9990009,pure,survey Weddell township,13941,1,Crown or Canopy Cover (numerical data),17,Average Height (general vegetation mapping),6.5,"U1 Terminalia grandiflora\tree\7\r;U2+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica,Terminalia ferdinandiana+/-Acacia latescens\^tree\6\r;M1 ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana,Cycas armstrongii,Brachychiton megaphyllus\^tree\6\i;G1 ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii,Grevillea dryandri,Hibbertia spp.\^shrub,tussock grass\1\r",low open woodland,Acacia (mixed) low open woodland,Acacia (mixed) low open woodland\Hakea (mixed) low woodland\Petalostigma (mixed) low sparse shrubland,"U+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica\^tree\6\r;M ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana\^tree\6\i;G ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii\^shrub,tussock grass\1\r",r,6,Y,W_MU6a,Unknown,Unknown,"emergent  Terminalia grandiflora over Acacia lamprocarpa, Planchonia careya, Pouteria arnhemica, Terminalia ferdinandiana, +/-Acacia latescens low open woodland over Hakea arborescens, Planchonia careya, Terminalia ferdinandiana, Cycas armstrongii, Brachychiton megaphyllus low woodland over Petalostigma quadriloculare, Heteropogon triticeus, Cycas armstrongii, Grevillea dryandri, Hibbertia spp. low sparse shrubland",4,1001135,51,-,Tree
1135,981,M1,1,5,9990009,pure,survey Weddell township,13942,1,Percentage Cover (numerical data),10,Average Height (general vegetation mapping),2,"U1 Terminalia grandiflora\tree\7\r;U2+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica,Terminalia ferdinandiana+/-Acacia latescens\^tree\6\r;M1 ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana,Cycas armstrongii,Brachychiton megaphyllus\^tree\6\i;G1 ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii,Grevillea dryandri,Hibbertia spp.\^shrub,tussock grass\1\r",low open woodland,Acacia (mixed) low open woodland,Acacia (mixed) low open woodland\Hakea (mixed) low woodland\Petalostigma (mixed) low sparse shrubland,"U+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica\^tree\6\r;M ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana\^tree\6\i;G ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii\^shrub,tussock grass\1\r",i,6,N,W_MU6a,Unknown,Unknown,"emergent  Terminalia grandiflora over Acacia lamprocarpa, Planchonia careya, Pouteria arnhemica, Terminalia ferdinandiana, +/-Acacia latescens low open woodland over Hakea arborescens, Planchonia careya, Terminalia ferdinandiana, Cycas armstrongii, Brachychiton megaphyllus low woodland over Petalostigma quadriloculare, Heteropogon triticeus, Cycas armstrongii, Grevillea dryandri, Hibbertia spp. low sparse shrubland",4,1001135,51,-,Tree
1135,981,G1,2,5,9990009,pure,survey Weddell township,13943,1,Percentage Cover (numerical data),8,Average Height (general vegetation mapping),0.3,"U1 Terminalia grandiflora\tree\7\r;U2+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica,Terminalia ferdinandiana+/-Acacia latescens\^tree\6\r;M1 ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana,Cycas armstrongii,Brachychiton megaphyllus\^tree\6\i;G1 ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii,Grevillea dryandri,Hibbertia spp.\^shrub,tussock grass\1\r",low open woodland,Acacia (mixed) low open woodland,Acacia (mixed) low open woodland\Hakea (mixed) low woodland\Petalostigma (mixed) low sparse shrubland,"U+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica\^tree\6\r;M ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana\^tree\6\i;G ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii\^shrub,tussock grass\1\r",r,1,N,W_MU6a,Unknown,Unknown,"emergent  Terminalia grandiflora over Acacia lamprocarpa, Planchonia careya, Pouteria arnhemica, Terminalia ferdinandiana, +/-Acacia latescens low open woodland over Hakea arborescens, Planchonia careya, Terminalia ferdinandiana, Cycas armstrongii, Brachychiton megaphyllus low woodland over Petalostigma quadriloculare, Heteropogon triticeus, Cycas armstrongii, Grevillea dryandri, Hibbertia spp. low sparse shrubland",4,1001135,51,-,Tussock grass
1135,981,G1,2,5,9990009,pure,survey Weddell township,13943,1,Percentage Cover (numerical data),8,Average Height (general vegetation mapping),0.3,"U1 Terminalia grandiflora\tree\7\r;U2+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica,Terminalia ferdinandiana+/-Acacia latescens\^tree\6\r;M1 ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana,Cycas armstrongii,Brachychiton megaphyllus\^tree\6\i;G1 ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii,Grevillea dryandri,Hibbertia spp.\^shrub,tussock grass\1\r",low open woodland,Acacia (mixed) low open woodland,Acacia (mixed) low open woodland\Hakea (mixed) low woodland\Petalostigma (mixed) low sparse shrubland,"U+ ^^Acacia lamprocarpa,Planchonia careya,Pouteria arnhemica\^tree\6\r;M ^^Hakea arborescens,Planchonia careya,Terminalia ferdinandiana\^tree\6\i;G ^^Petalostigma quadriloculare,Heteropogon triticeus,Cycas armstrongii\^shrub,tussock grass\1\r",r,1,N,W_MU6a,Unknown,Unknown,"emergent  Terminalia grandiflora over Acacia lamprocarpa, Planchonia careya, Pouteria arnhemica, Terminalia ferdinandiana, +/-Acacia latescens low open woodland over Hakea arborescens, Planchonia careya, Terminalia ferdinandiana, Cycas armstrongii, Brachychiton megaphyllus low woodland over Petalostigma quadriloculare, Heteropogon triticeus, Cycas armstrongii, Grevillea dryandri, Hibbertia spp. low sparse shrubland",4,1001135,51,-,Shrub
